"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"143","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.94"
"144","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,311,200"
"144","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,649,216"
"144","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","51.00"
"145","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,308,192"
"145","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,642,176"
"145","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.93"
"146","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,309,888"
"146","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,635,936"
"146","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.85"
"147","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,318,144"
"147","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,648,512"
"147","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.99"
"148","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,311,456"
"148","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,644,320"
"148","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.83"
"149","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,300,000"
"149","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,647,872"
"149","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.94"
"150","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,289,184"
"150","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,639,936"
"150","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.87"
"151","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,304,448"
"151","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,645,984"
"151","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","51.08"
"152","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,316,096"
"152","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,658,528"
"152","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(128, 1, 1)","(28800, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.97"
"153","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,263,808"
"153","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,650,816"
"153","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","51.03"
"154","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,262,976"
"154","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,658,176"
"154","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.85"
"155","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,280,416"
"155","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,682,624"
"155","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","51.11"
"156","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,259,168"
"156","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,654,208"
"156","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.94"
"157","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,263,584"
"157","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,662,752"
"157","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.84"
"158","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,230,784"
"158","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,647,168"
"158","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.35"
"159","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,262,272"
"159","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,651,456"
"159","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.86"
"160","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,265,024"
"160","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,665,632"
"160","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.99"
"161","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,264,736"
"161","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,643,552"
"161","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.71"
"162","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,268,224"
"162","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,652,512"
"162","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.75"
"163","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,266,432"
"163","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,657,312"
"163","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.84"
"164","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,261,312"
"164","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,660,704"
"164","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.77"
"165","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,256,256"
"165","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,666,784"
"165","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.99"
"166","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,263,648"
"166","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,656,704"
"166","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.74"
"167","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,253,824"
"167","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,644,768"
"167","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.92"
"168","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,278,880"
"168","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,676,064"
"168","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.79"
"169","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,291,776"
"169","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,651,968"
"169","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","51.06"
"170","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,260,576"
"170","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,654,528"
"170","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.82"
"171","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,258,016"
"171","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,660,256"
"171","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.70"
"172","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,264,384"
"172","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,652,096"
"172","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.82"
"173","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,257,216"
"173","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,660,928"
"173","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.78"
"174","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,262,208"
"174","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,669,344"
"174","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.75"
"175","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,264,512"
"175","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,658,112"
"175","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.81"
"176","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,286,688"
"176","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,665,664"
"176","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.95"
"177","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,265,536"
"177","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,650,176"
"177","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.80"
"178","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,265,408"
"178","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,673,152"
"178","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","51.00"
"179","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,277,952"
"179","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,660,160"
"179","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","51.20"
"180","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,270,752"
"180","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,647,264"
"180","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__throughput.avg.pct_of_peak_sustained_elapsed","%","50.82"
"181","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_read.sum","byte","4,262,272"
"181","9754","frameforge","127.0.0.1","normalize_v2_launch(const unsigned char *, float *, int, float, float, float, float, float, float)","1","7","(256, 1, 1)","(14400, 1, 1)","0","7.5","Command line profiler metrics","dram__bytes_write.sum","byte","15,669,984"
